,City Name,Facility restaurant,Latitude,Longitude,Rating,Site Name,price_level,restaurant Total Count
703,Austin,Sam's Boat,30.4014,-97.7147,3.9,Bardmoor Campus,NAN,20
704,Austin,Chick-fil-A,30.4014,-97.7147,4.3,Bardmoor Campus,1,20
705,Austin,Pacific Star Restaurant & Oyster Bar - Austin,30.4704,-97.7701,4,Robinson Ranch,2,18
706,Austin,Vazquez Restaurant,30.4704,-97.7701,4,Robinson Ranch,2,18
707,Austin,Jason's Deli,30.4704,-97.7701,4.1,Robinson Ranch,2,18
708,Austin,Wingstop,30.4704,-97.7701,2.3,Robinson Ranch,1,18
709,Austin,Arby's,30.4704,-97.7701,4.5,Robinson Ranch,NAN,18
710,Austin,IHOP,30.4704,-97.7701,3.7,Robinson Ranch,1,18
711,Austin,Whataburger,30.4704,-97.7701,4,Robinson Ranch,1,18
712,Austin,Sonic Drive-In,30.4704,-97.7701,2.6,Robinson Ranch,1,18
713,Austin,KFC,30.4704,-97.7701,3.2,Robinson Ranch,1,18
714,Austin,Church's Chicken,30.4704,-97.7701,2.6,Robinson Ranch,1,18
715,Austin,Chick-fil-A,30.4704,-97.7701,4.4,Robinson Ranch,1,18
716,Austin,Osaka Mansun Restaurant,30.4704,-97.7701,4.5,Robinson Ranch,2,18
717,Austin,Midori Sushi,30.4704,-97.7701,4.3,Robinson Ranch,3,18
718,Austin,SUBWAY®Restaurants,30.4704,-97.7701,2.8,Robinson Ranch,1,18
719,Austin,SUBWAY®Restaurants,30.4704,-97.7701,3.8,Robinson Ranch,1,18
720,Austin,Nanking Restaurant,30.4704,-97.7701,4.2,Robinson Ranch,2,18
721,Austin,First Watch - Walden,30.4704,-97.7701,3.5,Robinson Ranch,NAN,18
722,Austin,Jardin Corona,30.4704,-97.7701,4.3,Robinson Ranch,1,18
723,Austin,Meches Mexican Restaurant,30.1338,-97.6411,4.5,Project Catalyst,NAN,1
